,Sex,Prevalence_x,Prevalence_y,Prevalence
0,0.9996362395536285,0.7874057959050932,0.18574894845720147,0.9728683172785006
1,0.6752586473799725,0.28760697879229424,0.19044573951300459,0.3846548389893296
2,0.5846216489975233,0.7334960219281642,0.4109734832417089,0.8397911371144757
3,0.2495294049497092,0.4135763440630229,0.23712833897760133,0.3403277980129236
4,0.5767258692804458,0.10812172473280302,0.017958476305546145,0.08031507199017304
5,0.6859298462827942,0.7690773449019619,0.4247151867107718,0.952248291678954
6,0.7648286421047761,0.9077728195212865,0.4200832567634306,1.0
7,0.8971865592348648,0.45783782894841474,0.7822323965082468,1.0
8,0.5535913245032708,0.3176478253846421,0.41217965475695006,0.5880267351372177
9,0.45113748156112454,0.6263280256438029,0.9233615034320052,1.0
10,0.8769835862966668,0.9976183141537867,0.8404544239123145,1.0
11,0.1953199255908925,0.051706081560204065,0.9599263529251483,0.970025580928084
12,0.0930786145075827,0.8459133590351938,0.8249928737058048,0.903729317158256
13,0.14689930420491448,0.12710999937780476,0.12431438342284751,0.14298675388893414
14,0.8121263781088448,0.7951948719541352,0.8088197581083799,1.0
15,0.09666414892666564,0.8208674336422653,0.13330544206454387,0.21265389391918962
16,0.9122257785145079,0.7610321545443532,0.8811053595049249,1.0
17,0.04067271467908795,0.5066078158025257,0.15710333154605205,0.17770844669238411
18,0.09249407676113741,0.8675256424710377,0.7167256741816913,0.7969666575486625
19,0.7602824246103996,0.898498454598921,0.4449938471126975,1.0
20,0.8022528097262472,0.888710651805026,0.31413009353572163,1.0
21,0.08395256346973345,0.8900494145775167,0.3748931518286366,0.44961508179715465
22,0.5656463264509444,0.5557885003773159,0.6794773550376759,0.993857078559784
23,0.11377954044470828,0.9200389423833208,0.0780670258491154,0.1827486339047251
24,0.09408021437564262,0.9823747361322297,0.4319869768761647,0.5244090026487003
25,0.7211629004455832,0.17642323065639298,0.41680937321425626,0.5440392619404008
26,0.9773565473358423,0.7050048733795857,0.4910502471622914,1.0
27,0.29376903455179515,0.0822441161908517,0.19466954455074503,0.2188303191616972
28,0.3178418653770154,0.8076252283891331,0.609821511074991,0.8665186201917312
29,0.7155464438399023,0.29792390822251935,0.9734404821210746,1.0
30,0.9347849477685809,0.31289852590780465,0.8332800669043172,1.0
31,0.7382426466526648,0.7386467817657523,0.5920950345154098,1.0
32,0.48278134948007323,0.4726822550772335,0.6883992540035913,0.9166014309850623
33,0.6113811571544697,0.7236761972528991,0.9139213674244516,1.0
34,0.17952092337022518,0.18127608994879663,0.8717170975343148,0.9042599485868668
35,0.9639688208182039,0.9146935882879634,0.6358133980692404,1.0
36,0.5567695376914737,0.6330246207339849,0.5981541998555048,0.9506030252888861
37,0.42321712909029174,0.6581284629924876,0.5474549126105649,0.8259861512908518
38,0.936105295479747,0.36631574666710964,0.5112020444565661,0.8541121547292649
39,0.21058821574436237,0.1788954471280242,0.2409622285441203,0.2786355015596008
40,0.32046608010371025,0.3765506434609227,0.3366603844515912,0.45733209312204287
41,0.5575008016339421,0.921387442607347,0.5780910195875627,1.0
42,0.8993702856675019,0.03184704919180381,0.8486668178573306,0.8773091075866302
43,0.3752721032020069,0.014008038548725787,0.6804158942309668,0.6856727203188819
44,0.28456822836811024,0.7500113627840662,0.23506875418076312,0.4484981589441769
45,0.32856002763874925,0.7509416619630361,0.7844277676656811,1.0
46,0.14036221956248285,0.6282947169863078,0.1724999706162239,0.2606888116318041
47,0.7711882311337037,0.7648443393644955,0.05876719540464359,0.648606148571775
48,0.21441143379459615,0.16177317482280518,0.751672979534735,0.7863589978979966
49,0.6894401775233603,0.2937672600651966,0.46617529154054016,0.6687102434704404
50,0.5624884697700995,0.03403604842922037,0.2979994943902381,0.31714437918821126
51,0.7026698113155809,0.12961250250660117,0.6224804651783143,0.713555257858768
52,0.8069520260745042,0.6070931783492829,0.663090818450496,1.0
53,0.24349473724916137,0.9996118811562925,0.9563560859327419,1.0
54,0.7302507182803419,0.9785278806889797,0.2084017005179435,0.9229723882484117
55,0.39907220488075135,0.6478511270541673,0.4559379780092857,0.714477355717272
56,0.6993394145849766,0.1946369202784176,0.18852672072042842,0.32464399060455973
57,0.2223666265917501,0.8244209843278295,0.43214505255184266,0.6154687657282722
58,0.49706378395767636,0.741564669942815,0.49376997905091313,0.8623749199420141
59,0.9332536411983758,0.3890345028662905,0.07829215047087412,0.4413600168226397
60,0.29529436794427444,0.0005117200259344701,0.2687563480552304,0.2689074560968532
61,0.476263088168176,0.39610120740176324,0.6687049319235912,0.8573533161878981
62,0.1488549382058173,0.18513885418976384,0.814636961318793,0.8421957940187061
63,0.22454082312659807,0.8678067341055343,0.5513254180223549,0.7461834564132164
64,0.6985844760332871,0.687367595818855,0.6679943351671033,1.0
65,0.6594917693428355,0.7359303007986794,0.017236784387551163,0.5025767605742774
66,0.28997039305413796,0.0651389482529755,0.3627115153935865,0.38159988182163496
67,0.8429899895354906,0.11796813244190463,0.5958489352625626,0.6952948899952851
68,0.9707773112411598,0.7662909426240576,0.7880295615867631,1.0
69,0.19989665054442318,0.603319965584229,0.08202934919124805,0.2026309895181121
70,0.5497333578631628,0.7904747623367653,0.8841790489604207,1.0
71,0.6073417337262841,0.19545159497556952,0.8335498879898043,0.9522557985418342
72,0.7608768960746088,0.19560256917688013,0.32376491729184875,0.4725943929913723
73,0.21934629515974557,0.35485455522995324,0.20908480270322782,0.2869208347134774
74,0.47347084081619417,0.858602883753016,0.8918336210639547,1.0
75,0.37375033419226433,0.7608104761667549,0.8641128164351466,1.0
76,0.7237411064632621,0.24686821133220327,0.1942397177187558,0.372908390138931
77,0.23232384539684048,0.41712401829432433,0.6974386712500767,0.7943465271875962
78,0.7542625690599197,0.16338112505117164,0.6275534443505818,0.7507857114675786
79,0.4850438977404121,0.16977746869869692,0.9335063087606245,1.0
80,0.24614639013593265,0.1554814351668956,0.6714970576695896,0.709768251669075
81,0.2836031106604382,0.27963146525681837,0.1463124747050546,0.22561682809042455
82,0.042689361752636046,0.4689069283060606,0.13293999523377853,0.15295733272455334
83,0.2691475407503856,0.884042029116432,0.07741738375481844,0.3153551218114869
84,0.13615579640720454,0.5578074863541126,0.20001234197811657,0.27596106452456165
85,0.4876403186053728,0.15416584819445134,0.6479620900677169,0.7231395733993267
86,0.6321871466125264,0.9052190613739347,0.927938176861046,1.0
87,0.25912891102406466,0.3590284750166134,0.2685146451689764,0.361549302926662
88,0.9255257822116962,0.3357500634154653,0.023823135107027604,0.33456847517725274
89,0.011290653075656465,0.9914288534502641,0.49111817857695894,0.5023120578104617
90,0.682311044002123,0.9526376228345689,0.9937900960723743,1.0
91,0.8947298978361568,0.3265399674788655,0.3182637831271564,0.6104288548689436
92,0.8795621117511294,0.4547008436526805,0.1432514511019677,0.5431890853601395
93,0.3994440404209616,0.053537750011716234,0.5501291606341905,0.5715144958139178
94,0.847911430007508,0.7332301048471673,0.044986538001071996,0.6667007247265887
95,0.7715772618938213,0.5453256895394605,0.9973670811068058,1.0
96,0.6242207197729366,0.422325137291784,0.5676076503568986,0.8312317515353803
97,0.18653693630934232,0.4446239768435807,0.838493172448408,0.9214319668984855
98,0.13810327318265847,0.2823444325851977,0.03394465604103958,0.07293734634595583
99,0.21934818879677775,0.31512586223612593,0.19765832938255046,0.2667806165070676
100,0.7335020902024628,0.994269251229496,0.9351958144401125,1.0
101,0.31620886703713946,0.8749361752880319,0.6529529866434368,0.9296155633610734
102,0.2035625320368447,0.7086902647706539,0.9516353279988531,1.0
103,0.814830007785314,0.6297059217965203,0.110188219709078,0.623291500868995
104,0.6637573896994209,0.8589046504127227,0.5877643289309661,1.0
105,0.9566441009102844,0.045533629170530276,0.9326470647223398,0.9762065424613641
106,0.09113485666511967,0.5061609515436778,0.7753632077224804,0.821492113490894
107,0.8355584513464644,0.7389240141968618,0.3429263405859553,0.960340545550998
108,0.8310033640568907,0.7120863775270222,0.3534600522563013,0.9452062274803418
109,0.159709385134026,0.13028994763248125,0.2889389814868695,0.3097475089123975
110,0.16490257796008267,0.3074599359417144,0.2685601452405585,0.3192610812967891
111,0.38850467556729373,0.15060082125321939,0.1574419231327795,0.21595104633392948
112,0.028178785228330838,0.8044429795817102,0.5801111181102763,0.6027793440603478
113,0.24617774341698628,0.8535146498117191,0.36518227317599505,0.5752985836399833
114,0.28519512324838836,0.6112275013298982,0.8618039879780423,1.0
115,0.6837499941737348,0.03785596324716445,0.40411608748478334,0.43000010213447315
116,0.18763095522925244,0.4095677183731352,0.8222747120944761,0.8991222943238929
117,0.8184304634589531,0.38156740294367353,0.7376774645536586,1.0
118,0.4485859774748131,0.5397584319662936,0.7065654958975011,0.9486935597013733
119,0.621156645171798,0.4537419599175373,0.6475912270167701,0.929436060612824
120,0.5434357249105098,0.5254695810623772,0.7689635165054617,1.0
121,0.6981788779579844,0.38066367769552034,0.08380194556241127,0.3495732849352295
122,0.5623356610229524,0.7996378519877213,0.493836893576609,0.943501773653098
123,0.7555802270594361,0.9769801327975309,0.16779465800274285,0.9059815285744592
124,0.8279034500537916,0.5100693630838836,0.6619227353038253,1.0
125,0.5969991298841384,0.5676517707205715,0.4191601975323086,0.7580478107296802
126,0.32774497756459053,0.7043829141909126,0.32021991847254694,0.5510778808809285
127,0.7762493609489546,0.6865520486809923,0.23714771354650044,0.7700833025933163
128,0.44701102607652665,0.3646442430352673,0.03538641155278832,0.19838640878488153
129,0.8031179942247115,0.8665310977723507,0.3664535825291064,1.0
130,0.5871762166154876,0.7580586883304945,0.47661153464365147,0.9217255672300503
131,0.46192185120318097,0.4382573143951358,0.039067315979208206,0.24150794594794384
132,0.8092370883352856,0.4534033305335814,0.19994680544049137,0.5668575964830078
133,0.3286297047512735,0.02914094371391074,0.6509061386655717,0.6604827183944476
134,0.6906797886117281,0.2266404355220526,0.6892749770629307,0.845810945160172
135,0.1429216228665674,0.5954296486654419,0.8815893167472381,0.9666890884373731
136,0.984471853894609,0.6255482574122004,0.8164909552589898,1.0
137,0.23615617825488666,0.7373367751167769,0.2902659716340178,0.4643926065323786
138,0.09745929174947321,0.6668729177021073,0.5530250897504145,0.6180180519965667
139,0.689544263172035,0.9360749118264511,0.7634540940864682,1.0
140,0.3299248852939144,0.8383682205715097,0.14853027142131336,0.42512881042743184
141,0.046501234059907914,0.4413312665538456,0.6896331983040063,0.7101556468279823
142,0.01246450707470148,0.9942220080464509,0.8684837692968399,0.8808762565499588
143,0.8495300307154308,0.29977757487856727,0.057883039322676355,0.31255309171706297
144,0.4742891691369686,0.4628228094642992,0.239872242588142,0.459384088346602
145,0.768635916026487,0.32178717258256573,0.9826363779201059,1.0
146,0.8140211298667975,0.035299112822308465,0.8280036994565111,0.8567379231594222
147,0.055826174024571795,0.8211418453696098,0.7685346702695037,0.8143758778279656
148,0.06476017075737739,0.25637165503084924,0.6603721061323102,0.6769747782894595
149,0.3628566176047502,0.06438449596762641,0.774670925715017,0.7980332661480165
150,0.02713042793583076,0.28617349327217434,0.2854692797163897,0.29323328905275536
151,0.5611940454759125,0.39080620778919306,0.4432394831899422,0.6625575999362595
152,0.10507361492593514,0.2618160998673229,0.7133153714116355,0.7408253354705048
153,0.23413727968589793,0.20950484227879473,0.19560504867544248,0.24465794252762257
154,0.9193045918490348,0.5738974601760319,0.4246414966633941,0.9522280670537189
